tag,categoria,processos_origem,descricao,quantidade_eventos,porcentagem_total
aidl.android.hardware.bluetooth.finder.default,Outros / Serviços Gerais do SO,pid:703,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
aidl.android.hardware.bluetooth.socket.service.default,Outros / Serviços Gerais do SO,pid:706,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
aidl.android.hardware.bluetooth.socket.service.lpp,Outros / Serviços Gerais do SO,pid:707,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AHAL_Main,Outros / Serviços Gerais do SO,android.hardware.audio.service,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_start,Outros / Serviços Gerais do SO,zygote64,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
cutils,Outros / Serviços Gerais do SO,installd,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
FastMixerState,Outros / Serviços Gerais do SO,audioserver,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
mediametrics,Outros / Serviços Gerais do SO,pid:764,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AudioPowerUsage,Outros / Serviços Gerais do SO,pid:764,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MediaMetricsService,Outros / Serviços Gerais do SO,pid:764,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
main_extractorservice,Outros / Serviços Gerais do SO,mediaextractor,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
tombstone_transmit,Integridade e Estabilidade,pid:786,"Encerramento forçado de processos, ANR, tombstone de crashes e LowMemoryKiller (PSI).",1,0.00%
AHAL_ModulePrimary,Outros / Serviços Gerais do SO,android.hardware.audio.service,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AudioPolicyService,Outros / Serviços Gerais do SO,audioserver,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
APM_EngineLoader,Outros / Serviços Gerais do SO,audioserver,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BufferProvider,Outros / Serviços Gerais do SO,audioserver,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
snet_event_log,Outros / Serviços Gerais do SO,zygote64,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_preload_start,Outros / Serviços Gerais do SO,zygote64,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MtpDeviceJNI,Outros / Serviços Gerais do SO,zygote64,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_preload_end,Outros / Serviços Gerais do SO,zygote64,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
system_server_start,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SystemTimeZone,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_system_run,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AconfigFlags,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
FeatureFlagsService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
libbinder.Stability,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MemoryLimiter,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
IntentFirewall,Rede e Conexões,system_server,"Roteamento de rede (netd), DNS (resolv), regras de iptables e conexões de depuração (adbd).",1,0.00%
android.permission.PermissionManager,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
CriticalEventLog,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
incfs-mounts,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
LightsService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_pms_start,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
FallbackCategoryProvider,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
LegacyAppOpStateParser,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_pms_system_scan_start,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
PackageBackwardCompatibility,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
evs_app,Outros / Serviços Gerais do SO,pid:2530,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_pms_data_scan_start,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_pms_scan_end,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ServiceUtilities,Outros / Serviços Gerais do SO,pid:764,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_pms_ready,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BatteryService,Outros / Serviços Gerais do SO,system_server,Monitoramento de nível de carga e status da bateria,1,0.00%
battery_status,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
battery_level,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
EntropyMixer,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SchedulingPolicyService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
DeviceConfig,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
VintfHalVibratorManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
UserWakeupStore,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
Minikin,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
InputTracer,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WindowTracingDataSource,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
FileService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AppWinLayoutSetService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
device_idle,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
device_idle_light,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
FontManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
NetworkScoreService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
NetworkTrace,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SupplicantStaIfaceHal,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SupplicantP2pIfaceHal,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiCoexManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiOpenNetworkNotifier,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiPwrStatsManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MulticastRoutingCoordinatorService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
VpnManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SystemUpdateManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
storage_state,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AHAL_Bluetooth,Outros / Serviços Gerais do SO,android.hardware.audio.service,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CaptureStateNotifier,Outros / Serviços Gerais do SO,audioserver,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SoundTriggerMiddlewareDefaultHalFactory,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BcRadioSrvAidl,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
DockObserver,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AudioSystem-JNI,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
JobStore,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AVF,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
libusbutils-power,Outros / Serviços Gerais do SO,pid:699,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CDM_AssociationDiskStore,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
CameraManagerGlobal,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BiometricNotificationLogger,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AuthService,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
SelinuxAuditLogs,Auditoria e SELinux,system_server,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",1,0.00%
MediaMetricsManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BiometricService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BiometricStrengthController,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BiometricService/Sensor,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SystemCtxSingleton,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ondevicepersonalization,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AnomalyDetectorService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SignalCollectorRegistry,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
KernelCpuProcStringReader,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ScreenTimeoutOverridePolicy,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
QuotaTracker,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
NativeBinderStats,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
HintManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
KernelMemoryBandwidthStats,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AlarmManager-TimeZoneOffsetHelper,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
EthernetServiceImpl,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiInjector,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SupplicantStaIfaceHalAidlBase,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiVendorHal,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
EthernetTracker,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WifiAdaptConnObserver,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ContextHubSystemService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
StagingManagerTiming,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SharedLibrariesImpl,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ReportEncoder,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RescueParty,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
rescue_note,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
BrightnessSynchronizer,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SecondaryDisplayPolicy,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
UwbService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AccessibilitySecurityPolicy,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
RangingService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SafetyCenterService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AppSearchModule,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_ams_ready,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AppFGSTracker$NotificationListener,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ThermalManagerService$ThermalHalWrapper,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
EventLogger,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CarWatchdogDaemonHelper[CarServiceHelper],Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
NetworkManagement,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
LoopbackEventHandler,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WebViewLibraryLoader,Outros / Serviços Gerais do SO,WebViewLoader,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
car_service_create,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_service_connected,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
GnssBlocklistHelper,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
webview_zygote,Outros / Serviços Gerais do SO,webview_zygote,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
GnssConfigurationAidl,Outros / Serviços Gerais do SO,pid:683,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ClusterHalService,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CAR.TIME,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_user_svc_initial_user_info_req,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_user_hal_initial_user_info_req,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
StatsCompanionService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CarDisplayCompatScaleProvider,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_user_hal_initial_user_info_resp,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_user_svc_initial_user_info_resp,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_initial_user_info,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CarUxRConfig,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CAR.PolicyReader,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CAR.VendorServiceController,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_pwr_mgr_state_req,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CAR.SilentModeHandler,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CAR.INPUT,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
GarageMode,Outros / Serviços Gerais do SO,com.android.car,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CarDevicePolicyService,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CarWifiService,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_service_set_car_service_helper,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CarDevicePolicySafetyChecker,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
OveruseConfigurationCache,Outros / Serviços Gerais do SO,com.android.car,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
experimentalcar,Subssistema Automotivo (AAOS),com.android.experimentalcar,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
AudioControlZoneConverter,Outros / Serviços Gerais do SO,com.android.car,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CarWatchdogDaemonHelper[CAR.WATCHDOG],Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CarTelemetryService,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CAR.EXPIMPL,Subssistema Automotivo (AAOS),com.android.experimentalcar,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_initial_user_start_fg_user,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
CAR.InitialUserSetter,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
MR2ServiceImpl,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
MmsServiceBroker,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
car_user_svc_set_initial_user,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_user_svc_initial_user_info_req_complete,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
rkstack.process,Outros / Serviços Gerais do SO,com.android.networkstack.process,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
com.android.se,Outros / Serviços Gerais do SO,com.android.se,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
MobileRadioPowerStatsCollector,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
rearviewservice,Outros / Serviços Gerais do SO,com.google.android.car.samplerearviewservice,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CoreSettingsObserver,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
am_switch_user,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
BluetoothPowerStatsCollector,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
WindowExtensionsImpl,Outros / Serviços Gerais do SO,com.android.car.settings,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
TelecomService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AutoTaskRepository,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
SatelliteProvider,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
boot_progress_enable_screen,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
screen_toggled,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
AutoWmShell,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
ssm_user_switching,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
car_helper_user_switching,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
car_user_hal_legacy_switch_user_req,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
uc_dispatch_user_switch,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
ShadeStatusBarComponentsInteractor#phoneStatusBarViewController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ShadeStatusBarComponentsInteractor#disableFlagsInteractor,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ShadeStatusBarComponentsInteractor#homeStatusBarComponent,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
uc_continue_user_switch,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
KeyguardBouncerRepositoryImpl,Gestão de Usuários e Acesso,com.android.systemui,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
FingerprintPropertyRepositoryImpl,Gestão de Usuários e Acesso,com.android.systemui,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
MetricsCollector,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RadioDataProxy,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RadioModemProxy,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RadioNetworkProxy,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RadioSimProxy,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RadioConfigProxy,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
RadioInterfaceCapabilityController,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SecureLockDeviceRepositoryImpl,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CdmaSMSDispatcher,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
HearingDeviceNotification,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ConfigUpdaterMetricsStats,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
DisplayInputLock,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ExternalDisplayController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
StatusBarManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SatelliteStats,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ProvisionMetricsStats,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
SessionMetricsStats,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CarrierRoamingSatelliteControllerStats,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",1,0.00%
EntitlementMetricsStats,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
ImsRcsController,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
CallManager,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
PhoneInterfaceManager,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
Telephony,Gestão de Usuários e Acesso,com.android.phone,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",1,0.00%
DemoSimulator,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,1,0.00%
